RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,PulseWidth,PulseWidthSlotIdx,TTI
1,98,79,19,5,90,75,15,5,48,2501,4
2,101,85,16,5,94,78,16,5,48,2501,4
3,119,100,19,5,92,76,16,5,48,2501,4
4,119,98,21,5,96,77,19,5,48,2501,4
5,121,96,25,5,92,77,15,5,48,2501,4
6,113,95,18,5,89,74,15,5,48,2501,4
7,89,73,16,5,89,75,14,5,48,2501,4
8,105,82,23,5,97,75,22,5,48,2501,4
9,99,86,13,5,94,78,16,5,48,2501,4
10,114,94,20,5,91,77,14,5,48,2501,4
1,98,79,19,5,90,75,15,5,163,641,4
2,101,85,16,5,94,78,16,5,163,641,4
3,119,100,19,5,92,76,16,5,163,641,4
4,119,98,21,5,96,77,19,5,163,641,4
5,121,96,25,5,92,77,15,5,163,641,4
6,113,95,18,5,89,74,15,5,163,641,4
7,89,73,16,5,89,75,14,5,163,641,4
8,105,82,23,5,97,75,22,5,163,641,4
9,99,86,13,5,94,78,16,5,163,641,4
10,114,94,20,5,91,77,14,5,163,641,4
1,53,36,17,5,71,55,16,5,434,3374,4
2,65,39,26,5,80,64,16,5,434,3374,4
3,50,36,14,5,69,54,15,5,434,3374,4
4,47,36,11,5,76,62,14,5,434,3374,4
5,52,31,21,5,68,59,9,5,434,3374,4
6,57,38,19,5,65,52,13,5,434,3374,4
7,57,34,23,5,81,60,21,5,434,3374,4
8,52,34,18,5,80,61,19,5,434,3374,4
9,54,33,21,5,81,64,17,5,434,3374,4
10,63,35,28,5,88,66,22,5,434,3374,4
1,52,34,18,5,61,48,13,5,447,827,4
2,68,40,28,5,74,59,15,5,447,827,4
3,56,37,19,5,68,54,14,5,447,827,4
4,50,38,12,5,77,62,15,5,447,827,4
5,47,32,15,5,74,62,12,5,447,827,4
6,62,40,22,5,64,53,11,5,447,827,4
7,48,31,17,5,87,65,22,5,447,827,4
8,55,33,22,5,85,67,18,5,447,827,4
9,55,32,23,5,83,64,19,5,447,827,4
10,57,33,24,5,92,68,24,5,447,827,4
1,53,37,16,5,93,73,20,5,431,3028,4
2,61,40,21,5,82,67,15,5,431,3028,4
3,63,41,22,5,80,66,14,5,431,3028,4
4,54,36,18,5,66,48,18,5,431,3028,4
5,44,32,12,5,54,42,12,5,431,3028,4
6,57,37,20,5,75,55,20,5,431,3028,4
7,65,39,26,5,74,55,19,5,431,3028,4
8,48,29,19,5,59,46,13,5,431,3028,4
9,66,39,27,5,72,58,14,5,431,3028,4
10,58,35,23,5,77,59,18,5,431,3028,4
1,98,79,19,5,90,75,15,5,256,2371,4
2,101,85,16,5,94,78,16,5,256,2371,4
3,119,100,19,5,92,76,16,5,256,2371,4
4,119,98,21,5,96,77,19,5,256,2371,4
5,121,96,25,5,92,77,15,5,256,2371,4
6,113,95,18,5,89,74,15,5,256,2371,4
7,89,73,16,5,89,75,14,5,256,2371,4
8,105,82,23,5,97,75,22,5,256,2371,4
9,99,86,13,5,94,78,16,5,256,2371,4
10,114,94,20,5,91,77,14,5,256,2371,4
1,98,79,19,5,90,75,15,5,191,3156,4
2,101,85,16,5,94,78,16,5,191,3156,4
3,119,100,19,5,92,76,16,5,191,3156,4
4,119,98,21,5,96,77,19,5,191,3156,4
5,121,96,25,5,92,77,15,5,191,3156,4
6,113,95,18,5,89,74,15,5,191,3156,4
7,89,73,16,5,89,75,14,5,191,3156,4
8,105,82,23,5,97,75,22,5,191,3156,4
9,99,86,13,5,94,78,16,5,191,3156,4
10,114,94,20,5,91,77,14,5,191,3156,4
1,98,79,19,5,90,75,15,5,187,711,4
2,101,85,16,5,94,78,16,5,187,711,4
3,119,100,19,5,92,76,16,5,187,711,4
4,119,98,21,5,96,77,19,5,187,711,4
5,121,96,25,5,92,77,15,5,187,711,4
6,113,95,18,5,89,74,15,5,187,711,4
7,89,73,16,5,89,75,14,5,187,711,4
8,105,82,23,5,97,75,22,5,187,711,4
9,99,86,13,5,94,78,16,5,187,711,4
10,114,94,20,5,91,77,14,5,187,711,4
1,54,37,17,5,76,58,18,5,440,1288,4
2,53,37,16,5,88,69,19,5,440,1288,4
3,60,38,22,5,72,62,10,5,440,1288,4
4,57,37,20,5,73,57,16,5,440,1288,4
5,67,41,26,5,72,57,15,5,440,1288,4
6,60,35,25,5,86,65,21,5,440,1288,4
7,52,32,20,5,72,55,17,5,440,1288,4
8,46,30,16,5,68,52,16,5,440,1288,4
9,54,32,22,5,74,57,17,5,440,1288,4
10,49,32,17,5,70,56,14,5,440,1288,4
1,98,79,19,5,90,75,15,5,163,3647,4
2,101,85,16,5,94,78,16,5,163,3647,4
3,119,100,19,5,92,76,16,5,163,3647,4
4,119,98,21,5,96,77,19,5,163,3647,4
5,121,96,25,5,92,77,15,5,163,3647,4
6,113,95,18,5,89,74,15,5,163,3647,4
7,89,73,16,5,89,75,14,5,163,3647,4
8,105,82,23,5,97,75,22,5,163,3647,4
9,99,86,13,5,94,78,16,5,163,3647,4
10,114,94,20,5,91,77,14,5,163,3647,4
1,98,79,19,5,90,75,15,5,182,1656,4
2,101,85,16,5,94,78,16,5,182,1656,4
3,119,100,19,5,92,76,16,5,182,1656,4
4,119,98,21,5,96,77,19,5,182,1656,4
5,121,96,25,5,92,77,15,5,182,1656,4
6,113,95,18,5,89,74,15,5,182,1656,4
7,89,73,16,5,89,75,14,5,182,1656,4
8,105,82,23,5,97,75,22,5,182,1656,4
9,99,86,13,5,94,78,16,5,182,1656,4
10,114,94,20,5,91,77,14,5,182,1656,4
1,64,45,19,5,83,64,19,5,370,750,4
2,55,42,13,5,85,68,17,5,370,750,4
3,73,47,26,5,67,55,12,5,370,750,4
4,63,45,18,5,81,64,17,5,370,750,4
5,61,40,21,5,72,55,17,5,370,750,4
6,64,41,23,5,57,44,13,5,370,750,4
7,59,38,21,5,73,58,15,5,370,750,4
8,66,46,20,5,77,62,15,5,370,750,4
9,53,36,17,5,66,52,14,5,370,750,4
10,61,38,23,5,81,58,23,5,370,750,4
1,98,79,19,5,90,75,15,5,46,2262,4
2,101,85,16,5,94,78,16,5,46,2262,4
3,119,100,19,5,92,76,16,5,46,2262,4
4,119,98,21,5,96,77,19,5,46,2262,4
5,121,96,25,5,92,77,15,5,46,2262,4
6,113,95,18,5,89,74,15,5,46,2262,4
7,89,73,16,5,89,75,14,5,46,2262,4
8,105,82,23,5,97,75,22,5,46,2262,4
9,99,86,13,5,94,78,16,5,46,2262,4
10,114,94,20,5,91,77,14,5,46,2262,4
1,98,79,19,5,90,75,15,5,147,2484,4
2,101,85,16,5,94,78,16,5,147,2484,4
3,119,100,19,5,92,76,16,5,147,2484,4
4,119,98,21,5,96,77,19,5,147,2484,4
5,121,96,25,5,92,77,15,5,147,2484,4
6,113,95,18,5,89,74,15,5,147,2484,4
7,89,73,16,5,89,75,14,5,147,2484,4
8,105,82,23,5,97,75,22,5,147,2484,4
9,99,86,13,5,94,78,16,5,147,2484,4
10,114,94,20,5,91,77,14,5,147,2484,4
1,98,79,19,5,90,75,15,5,44,3619,4
2,101,85,16,5,94,78,16,5,44,3619,4
3,119,100,19,5,92,76,16,5,44,3619,4
4,119,98,21,5,96,77,19,5,44,3619,4
5,121,96,25,5,92,77,15,5,44,3619,4
6,113,95,18,5,89,74,15,5,44,3619,4
7,89,73,16,5,89,75,14,5,44,3619,4
8,105,82,23,5,97,75,22,5,44,3619,4
9,99,86,13,5,94,78,16,5,44,3619,4
10,114,94,20,5,91,77,14,5,44,3619,4
1,57,38,19,5,71,54,17,5,391,811,4
2,66,40,26,5,75,60,15,5,391,811,4
3,57,37,20,5,68,56,12,5,391,811,4
4,42,34,8,5,73,59,14,5,391,811,4
5,47,31,16,5,72,61,11,5,391,811,4
6,54,38,16,5,66,53,13,5,391,811,4
7,55,34,21,5,82,60,22,5,391,811,4
8,57,33,24,5,79,60,19,5,391,811,4
9,54,33,21,5,79,60,19,5,391,811,4
10,64,36,28,5,86,65,21,5,391,811,4
1,98,79,19,5,90,75,15,5,43,879,4
2,101,85,16,5,94,78,16,5,43,879,4
3,119,100,19,5,92,76,16,5,43,879,4
4,119,98,21,5,96,77,19,5,43,879,4
5,121,96,25,5,92,77,15,5,43,879,4
6,113,95,18,5,89,74,15,5,43,879,4
7,89,73,16,5,89,75,14,5,43,879,4
8,105,82,23,5,97,75,22,5,43,879,4
9,99,86,13,5,94,78,16,5,43,879,4
10,114,94,20,5,91,77,14,5,43,879,4
1,69,46,23,5,76,59,17,5,316,1116,4
2,69,47,22,5,73,57,16,5,316,1116,4
3,80,52,28,5,80,62,18,5,316,1116,4
4,69,48,21,5,84,67,17,5,316,1116,4
5,57,37,20,5,71,58,13,5,316,1116,4
6,59,37,22,5,66,52,14,5,316,1116,4
7,45,34,11,5,69,53,16,5,316,1116,4
8,55,36,19,5,70,56,14,5,316,1116,4
9,57,38,19,5,65,50,15,5,316,1116,4
10,50,33,17,5,87,64,23,5,316,1116,4
1,91,79,12,5,89,74,15,5,200,3202,4
2,120,96,24,5,93,77,16,5,200,3202,4
3,121,104,17,5,93,75,18,5,200,3202,4
4,130,107,23,5,101,78,23,5,200,3202,4
5,117,92,25,5,93,73,20,5,200,3202,4
6,110,92,18,5,89,75,14,5,200,3202,4
7,90,72,18,5,87,74,13,5,200,3202,4
8,89,72,17,5,93,77,16,5,200,3202,4
9,104,85,19,5,88,77,11,5,200,3202,4
10,110,93,17,5,92,76,16,5,200,3202,4
1,137,97,40,5,125,101,24,5,241,92,4
2,130,93,37,5,122,95,27,5,241,92,4
3,129,93,36,5,118,93,25,5,241,92,4
4,132,95,37,5,116,97,19,5,241,92,4
5,134,100,34,5,116,93,23,5,241,92,4
6,120,93,27,5,114,95,19,5,241,92,4
7,129,101,28,5,116,99,17,5,241,92,4
8,131,101,30,5,115,95,20,5,241,92,4
9,129,99,30,5,118,97,21,5,241,92,4
10,128,94,34,5,119,93,26,5,241,92,4
1,57,38,19,5,71,54,17,5,469,3773,4
2,66,40,26,5,75,60,15,5,469,3773,4
3,57,37,20,5,68,56,12,5,469,3773,4
4,42,34,8,5,73,59,14,5,469,3773,4
5,47,31,16,5,72,61,11,5,469,3773,4
6,54,38,16,5,66,53,13,5,469,3773,4
7,55,34,21,5,82,60,22,5,469,3773,4
8,57,33,24,5,79,60,19,5,469,3773,4
9,54,33,21,5,79,60,19,5,469,3773,4
10,64,36,28,5,86,65,21,5,469,3773,4
1,98,79,19,5,90,75,15,5,85,1021,4
2,101,85,16,5,94,78,16,5,85,1021,4
3,119,100,19,5,92,76,16,5,85,1021,4
4,119,98,21,5,96,77,19,5,85,1021,4
5,121,96,25,5,92,77,15,5,85,1021,4
6,113,95,18,5,89,74,15,5,85,1021,4
7,89,73,16,5,89,75,14,5,85,1021,4
8,105,82,23,5,97,75,22,5,85,1021,4
9,99,86,13,5,94,78,16,5,85,1021,4
10,114,94,20,5,91,77,14,5,85,1021,4
1,98,79,19,5,90,75,15,5,58,2252,4
2,101,85,16,5,94,78,16,5,58,2252,4
3,119,100,19,5,92,76,16,5,58,2252,4
4,119,98,21,5,96,77,19,5,58,2252,4
5,121,96,25,5,92,77,15,5,58,2252,4
6,113,95,18,5,89,74,15,5,58,2252,4
7,89,73,16,5,89,75,14,5,58,2252,4
8,105,82,23,5,97,75,22,5,58,2252,4
9,99,86,13,5,94,78,16,5,58,2252,4
10,114,94,20,5,91,77,14,5,58,2252,4
1,68,51,17,5,85,67,18,5,365,1902,4
2,64,45,19,5,89,70,19,5,365,1902,4
3,68,42,26,5,80,65,15,5,365,1902,4
4,59,38,21,5,79,64,15,5,365,1902,4
5,62,41,21,5,80,65,15,5,365,1902,4
6,61,37,24,5,72,55,17,5,365,1902,4
7,61,38,23,5,52,42,10,5,365,1902,4
8,52,36,16,5,70,51,19,5,365,1902,4
9,63,44,19,5,54,42,12,5,365,1902,4
10,62,43,19,5,86,64,22,5,365,1902,4
1,98,79,19,5,90,75,15,5,91,3233,4
2,101,85,16,5,94,78,16,5,91,3233,4
3,119,100,19,5,92,76,16,5,91,3233,4
4,119,98,21,5,96,77,19,5,91,3233,4
5,121,96,25,5,92,77,15,5,91,3233,4
6,113,95,18,5,89,74,15,5,91,3233,4
7,89,73,16,5,89,75,14,5,91,3233,4
8,105,82,23,5,97,75,22,5,91,3233,4
9,99,86,13,5,94,78,16,5,91,3233,4
10,114,94,20,5,91,77,14,5,91,3233,4
1,62,42,20,5,85,67,18,5,398,1946,4
2,59,39,20,5,81,65,16,5,398,1946,4
3,53,38,15,5,73,56,17,5,398,1946,4
4,49,36,13,5,58,43,15,5,398,1946,4
5,55,33,22,5,62,50,12,5,398,1946,4
6,61,37,24,5,77,58,19,5,398,1946,4
7,52,33,19,5,77,60,17,5,398,1946,4
8,46,30,16,5,63,51,12,5,398,1946,4
9,58,34,24,5,78,60,18,5,398,1946,4
10,69,38,31,5,82,64,18,5,398,1946,4
1,106,55,51,5,93,62,31,5,504,1508,4
2,100,50,50,5,98,62,36,5,504,1508,4
3,104,55,49,5,96,59,37,5,504,1508,4
4,109,55,54,5,99,59,40,5,504,1508,4
5,106,53,53,5,102,62,40,5,504,1508,4
6,111,58,53,5,103,60,43,5,504,1508,4
7,109,55,54,5,100,61,39,5,504,1508,4
8,107,55,52,5,94,60,34,5,504,1508,4
9,108,55,53,5,94,64,30,5,504,1508,4
10,114,58,56,5,91,63,28,5,504,1508,4
1,91,79,12,5,89,74,15,5,139,3080,4
2,120,96,24,5,93,77,16,5,139,3080,4
3,121,104,17,5,93,75,18,5,139,3080,4
4,130,107,23,5,101,78,23,5,139,3080,4
5,117,92,25,5,93,73,20,5,139,3080,4
6,110,92,18,5,89,75,14,5,139,3080,4
7,90,72,18,5,87,74,13,5,139,3080,4
8,89,72,17,5,93,77,16,5,139,3080,4
9,104,85,19,5,88,77,11,5,139,3080,4
10,110,93,17,5,92,76,16,5,139,3080,4
1,95,73,22,5,105,84,21,5,8,456,4
2,94,73,21,5,103,85,18,5,8,456,4
3,94,74,20,5,102,85,17,5,8,456,4
4,104,75,29,5,99,86,13,5,8,456,4
5,99,71,28,5,99,83,16,5,8,456,4
6,98,67,31,5,100,80,20,5,8,456,4
7,104,72,32,5,104,84,20,5,8,456,4
8,96,67,29,5,103,85,18,5,8,456,4
9,105,75,30,5,102,78,24,5,8,456,4
10,93,73,20,5,100,77,23,5,8,456,4
1,52,37,15,5,59,47,12,5,458,3235,4
2,66,40,26,5,73,59,14,5,458,3235,4
3,55,37,18,5,67,54,13,5,458,3235,4
4,46,34,12,5,74,60,14,5,458,3235,4
5,48,32,16,5,71,60,11,5,458,3235,4
6,59,39,20,5,62,51,11,5,458,3235,4
7,53,32,21,5,93,69,24,5,458,3235,4
8,55,32,23,5,84,63,21,5,458,3235,4
9,59,35,24,5,94,69,25,5,458,3235,4
10,60,36,24,5,79,61,18,5,458,3235,4
1,58,37,21,5,82,60,22,5,429,3316,4
2,63,40,23,5,85,66,19,5,429,3316,4
3,65,41,24,5,77,61,16,5,429,3316,4
4,56,35,21,5,74,62,12,5,429,3316,4
5,55,35,20,5,64,51,13,5,429,3316,4
6,50,36,14,5,80,62,18,5,429,3316,4
7,49,30,19,5,76,57,19,5,429,3316,4
8,55,33,22,5,67,51,16,5,429,3316,4
9,54,32,22,5,69,54,15,5,429,3316,4
10,44,30,14,5,64,51,13,5,429,3316,4
1,98,79,19,5,90,75,15,5,229,1623,4
2,101,85,16,5,94,78,16,5,229,1623,4
3,119,100,19,5,92,76,16,5,229,1623,4
4,119,98,21,5,96,77,19,5,229,1623,4
5,121,96,25,5,92,77,15,5,229,1623,4
6,113,95,18,5,89,74,15,5,229,1623,4
7,89,73,16,5,89,75,14,5,229,1623,4
8,105,82,23,5,97,75,22,5,229,1623,4
9,99,86,13,5,94,78,16,5,229,1623,4
10,114,94,20,5,91,77,14,5,229,1623,4
1,58,41,17,5,97,77,20,5,411,743,4
2,65,42,23,5,73,59,14,5,411,743,4
3,55,35,20,5,66,49,17,5,411,743,4
4,50,34,16,5,71,54,17,5,411,743,4
5,54,35,19,5,79,59,20,5,411,743,4
6,49,33,16,5,81,61,20,5,411,743,4
7,50,33,17,5,74,58,16,5,411,743,4
8,53,33,20,5,53,42,11,5,411,743,4
9,65,38,27,5,61,48,13,5,411,743,4
10,63,37,26,5,79,62,17,5,411,743,4
1,70,39,31,5,88,69,19,5,480,3079,4
2,57,36,21,5,96,71,25,5,480,3079,4
3,68,38,30,5,96,66,30,5,480,3079,4
4,64,39,25,5,85,65,20,5,480,3079,4
5,69,36,33,5,88,65,23,5,480,3079,4
6,66,43,23,5,82,61,21,5,480,3079,4
7,73,44,29,5,74,55,19,5,480,3079,4
8,66,45,21,5,88,64,24,5,480,3079,4
9,74,46,28,5,89,67,22,5,480,3079,4
10,61,39,22,5,91,69,22,5,480,3079,4
1,53,35,18,5,56,47,9,5,466,1424,4
2,63,38,25,5,80,64,16,5,466,1424,4
3,62,41,21,5,68,56,12,5,466,1424,4
4,48,34,14,5,80,61,19,5,466,1424,4
5,50,32,18,5,71,58,13,5,466,1424,4
6,60,40,20,5,65,52,13,5,466,1424,4
7,53,32,21,5,87,64,23,5,466,1424,4
8,55,35,20,5,79,60,19,5,466,1424,4
9,55,33,22,5,80,63,17,5,466,1424,4
10,60,36,24,5,84,63,21,5,466,1424,4
1,98,79,19,5,90,75,15,5,146,2614,4
2,101,85,16,5,94,78,16,5,146,2614,4
3,119,100,19,5,92,76,16,5,146,2614,4
4,119,98,21,5,96,77,19,5,146,2614,4
5,121,96,25,5,92,77,15,5,146,2614,4
6,113,95,18,5,89,74,15,5,146,2614,4
7,89,73,16,5,89,75,14,5,146,2614,4
8,105,82,23,5,97,75,22,5,146,2614,4
9,99,86,13,5,94,78,16,5,146,2614,4
10,114,94,20,5,91,77,14,5,146,2614,4
1,98,79,19,5,90,75,15,5,254,101,4
2,101,85,16,5,94,78,16,5,254,101,4
3,119,100,19,5,92,76,16,5,254,101,4
4,119,98,21,5,96,77,19,5,254,101,4
5,121,96,25,5,92,77,15,5,254,101,4
6,113,95,18,5,89,74,15,5,254,101,4
7,89,73,16,5,89,75,14,5,254,101,4
8,105,82,23,5,97,75,22,5,254,101,4
9,99,86,13,5,94,78,16,5,254,101,4
10,114,94,20,5,91,77,14,5,254,101,4
1,50,39,11,5,75,60,15,5,362,2285,4
2,70,49,21,5,82,64,18,5,362,2285,4
3,69,45,24,5,78,63,15,5,362,2285,4
4,80,55,25,5,89,70,19,5,362,2285,4
5,59,37,22,5,61,49,12,5,362,2285,4
6,63,40,23,5,75,59,16,5,362,2285,4
7,65,46,19,5,79,62,17,5,362,2285,4
8,58,41,17,5,65,55,10,5,362,2285,4
9,64,40,24,5,72,51,21,5,362,2285,4
10,64,44,20,5,74,54,20,5,362,2285,4
1,98,79,19,5,90,75,15,5,28,3303,4
2,101,85,16,5,94,78,16,5,28,3303,4
3,119,100,19,5,92,76,16,5,28,3303,4
4,119,98,21,5,96,77,19,5,28,3303,4
5,121,96,25,5,92,77,15,5,28,3303,4
6,113,95,18,5,89,74,15,5,28,3303,4
7,89,73,16,5,89,75,14,5,28,3303,4
8,105,82,23,5,97,75,22,5,28,3303,4
9,99,86,13,5,94,78,16,5,28,3303,4
10,114,94,20,5,91,77,14,5,28,3303,4
1,98,79,19,5,90,75,15,5,82,993,4
2,101,85,16,5,94,78,16,5,82,993,4
3,119,100,19,5,92,76,16,5,82,993,4
4,119,98,21,5,96,77,19,5,82,993,4
5,121,96,25,5,92,77,15,5,82,993,4
6,113,95,18,5,89,74,15,5,82,993,4
7,89,73,16,5,89,75,14,5,82,993,4
8,105,82,23,5,97,75,22,5,82,993,4
9,99,86,13,5,94,78,16,5,82,993,4
10,114,94,20,5,91,77,14,5,82,993,4
1,50,36,14,5,70,54,16,5,421,324,4
2,60,38,22,5,98,73,25,5,421,324,4
3,62,40,22,5,69,60,9,5,421,324,4
4,55,35,20,5,76,57,19,5,421,324,4
5,63,38,25,5,60,51,9,5,421,324,4
6,59,37,22,5,79,59,20,5,421,324,4
7,49,30,19,5,79,58,21,5,421,324,4
8,49,31,18,5,71,56,15,5,421,324,4
9,54,34,20,5,69,54,15,5,421,324,4
10,48,33,15,5,80,62,18,5,421,324,4
1,98,79,19,5,90,75,15,5,128,3770,4
2,101,85,16,5,94,78,16,5,128,3770,4
3,119,100,19,5,92,76,16,5,128,3770,4
4,119,98,21,5,96,77,19,5,128,3770,4
5,121,96,25,5,92,77,15,5,128,3770,4
6,113,95,18,5,89,74,15,5,128,3770,4
7,89,73,16,5,89,75,14,5,128,3770,4
8,105,82,23,5,97,75,22,5,128,3770,4
9,99,86,13,5,94,78,16,5,128,3770,4
10,114,94,20,5,91,77,14,5,128,3770,4
1,92,78,14,5,88,75,13,5,258,1991,4
2,119,96,23,5,93,75,18,5,258,1991,4
3,114,99,15,5,94,74,20,5,258,1991,4
4,118,100,18,5,94,77,17,5,258,1991,4
5,122,97,25,5,94,77,17,5,258,1991,4
6,122,99,23,5,90,72,18,5,258,1991,4
7,104,82,22,5,92,75,17,5,258,1991,4
8,85,69,16,5,93,77,16,5,258,1991,4
9,104,84,20,5,87,77,10,5,258,1991,4
10,109,94,15,5,93,77,16,5,258,1991,4
1,68,51,17,5,85,67,18,5,365,387,4
2,64,45,19,5,89,70,19,5,365,387,4
3,68,42,26,5,80,65,15,5,365,387,4
4,59,38,21,5,79,64,15,5,365,387,4
5,62,41,21,5,80,65,15,5,365,387,4
6,61,37,24,5,72,55,17,5,365,387,4
7,61,38,23,5,52,42,10,5,365,387,4
8,52,36,16,5,70,51,19,5,365,387,4
9,63,44,19,5,54,42,12,5,365,387,4
10,62,43,19,5,86,64,22,5,365,387,4
1,57,37,20,5,83,61,22,5,453,2389,4
2,52,37,15,5,84,65,19,5,453,2389,4
3,69,42,27,5,72,59,13,5,453,2389,4
4,50,33,17,5,69,55,14,5,453,2389,4
5,59,37,22,5,61,53,8,5,453,2389,4
6,55,36,19,5,83,59,24,5,453,2389,4
7,50,31,19,5,72,57,15,5,453,2389,4
8,52,31,21,5,68,55,13,5,453,2389,4
9,56,33,23,5,67,52,15,5,453,2389,4
10,45,29,16,5,85,64,21,5,453,2389,4
1,52,34,18,5,61,48,13,5,447,1723,4
2,68,40,28,5,74,59,15,5,447,1723,4
3,56,37,19,5,68,54,14,5,447,1723,4
4,50,38,12,5,77,62,15,5,447,1723,4
5,47,32,15,5,74,62,12,5,447,1723,4
6,62,40,22,5,64,53,11,5,447,1723,4
7,48,31,17,5,87,65,22,5,447,1723,4
8,55,33,22,5,85,67,18,5,447,1723,4
9,55,32,23,5,83,64,19,5,447,1723,4
10,57,33,24,5,92,68,24,5,447,1723,4
1,98,79,19,5,90,75,15,5,167,2237,4
2,101,85,16,5,94,78,16,5,167,2237,4
3,119,100,19,5,92,76,16,5,167,2237,4
4,119,98,21,5,96,77,19,5,167,2237,4
5,121,96,25,5,92,77,15,5,167,2237,4
6,113,95,18,5,89,74,15,5,167,2237,4
7,89,73,16,5,89,75,14,5,167,2237,4
8,105,82,23,5,97,75,22,5,167,2237,4
9,99,86,13,5,94,78,16,5,167,2237,4
10,114,94,20,5,91,77,14,5,167,2237,4
1,64,48,16,5,80,62,18,5,392,2480,4
2,78,56,22,5,74,57,17,5,392,2480,4
3,71,47,24,5,64,53,11,5,392,2480,4
4,63,43,20,5,80,59,21,5,392,2480,4
5,48,34,14,5,87,67,20,5,392,2480,4
6,68,45,23,5,69,51,18,5,392,2480,4
7,58,37,21,5,64,51,13,5,392,2480,4
8,59,39,20,5,79,63,16,5,392,2480,4
9,51,36,15,5,70,60,10,5,392,2480,4
10,69,44,25,5,74,56,18,5,392,2480,4
1,52,37,15,5,59,47,12,5,449,1006,4
2,66,40,26,5,73,59,14,5,449,1006,4
3,55,37,18,5,67,54,13,5,449,1006,4
4,46,34,12,5,74,60,14,5,449,1006,4
5,48,32,16,5,71,60,11,5,449,1006,4
6,59,39,20,5,62,51,11,5,449,1006,4
7,53,32,21,5,93,69,24,5,449,1006,4
8,55,32,23,5,84,63,21,5,449,1006,4
9,59,35,24,5,94,69,25,5,449,1006,4
10,60,36,24,5,79,61,18,5,449,1006,4
1,98,79,19,5,90,75,15,5,187,1806,4
2,101,85,16,5,94,78,16,5,187,1806,4
3,119,100,19,5,92,76,16,5,187,1806,4
4,119,98,21,5,96,77,19,5,187,1806,4
5,121,96,25,5,92,77,15,5,187,1806,4
6,113,95,18,5,89,74,15,5,187,1806,4
7,89,73,16,5,89,75,14,5,187,1806,4
